,Rating,preprocessed_text
5685,5.0,good dinner time service excellent kudos viroopa made dining experience pleasant suggest place future team outing
5686,5.0,gone anniversary dinner dharma attendant polite courteous food also good enjoyed time thanks dharma
5687,5.0,awesome ambience excellent food wide range food salad starter main course fruit sweet everything excellent loved experience associate rahul also helpful surely visit
5688,2.0,visited flechazo team lunch honestly place really hyped starter good main course average dessert average live pasta counter absolutely pathetic seasoning plain tasteless pasta sauce even mocktails overpriced average far better buffet place hyderabad could get amazing food nearly half price would recommend
5689,5.0,food delicious large selection food including asian indian continental service great viroopa professional great job assisting
5690,5.0,visit sheraton first time dinner link time dinner feast restaurant like dal makhani tasty service wonderful setting corner table dharmananda friendly person great job know feast buffet live counter time explain buffet item price given pizza testy sorry late feedback dharmananda actually busy person anyway thanks visit next time family
5691,5.0,great brunch hotel stay lot option buffet delicious pastry espresso help get jet lag enjoyed experience sheraton thank mahesh great service
5692,5.0,happy today food food lover like juice counter making fresh juice live service awesome mr dharma great service know need ask arrange really like thing thanks sheraton thank dharma
5693,5.0,food friendly environment service awsome hema ratul accommodating back
5694,4.0,team lunch feast buffet spread huge includes indian chinese continental coming dessert really loved price bit expensive inclusive tax worth going place looking occasion go place
5695,5.0,feast buffet wide spread food amazing taste friendly staff great hospitality specially associate ratul friendly n helpful
5696,5.0,visited place couple time always service great quick specially staff friendly caring vast buffet menu give taste different cuisine visited today anniversary parent service mr dharma made even great experience served requested order swiftly enjoyed evening live counter something loved may adding option veg starter make better veg folk
5697,5.0,food good tasty staff friendly dharma serving staff took great effort make u comfortable dal makhani delight
5698,2.0,sorry say nothing mean nothing place exceptionally good food taste hygiene supporting staff ambience nothing made food good welcomed group people went none u happy food food spread taste specially remember nothing ate extraordinarily good westin buffet novotel buffet trident buffet avasa buffet alllllll way way better place absolutely work done ambience look pretty attractive also clear like restau place even smell good would never visit place
5699,4.0,good service varsha good service overall nice explaining local food variety helped choosing meal
5700,1.0,ordered paratha kulchas yesterday night burnt taste horrible complained zomato chat gave credit point make everything order much value order place else coz one eat burnt food like horrible service hungry zomato take customer seriously never ever order place friend order
5701,5.0,kaju biriyani awesome one must try sure love item also good strongly recommend restaurant near gachibowli
5702,4.0,place good food though main highlight special biryani biryani lover happily go home tummy full also chicken fried rice must try
5703,4.0,pocket friendly place delivers food quick service ordered biryani place loved served raita variety option choose
5704,5.0,good job
5705,1.0,food spicy schezwan chicken fried rice keep mouth throw food waste money think kept chilli powder top
5706,1.0,ordered veg panner biryani taste satisfied good taste quality also low satisfied quantity
5707,3.0,ordered paneer masala curry butter naan zomato delivery quick packaging perfect paneer masala little bit spicy tasted ok paneer piece curry le though butter naan soft liked also tried chicken biryani place taste biryani rice flavourful rice little undercooked
5708,3.0,pocket friendly sumptuous decent quality place goto late night delivery kaju biryani personal favorite well flavoured rice generous helping cashew fried butter one comfort best option good helping perfect two
5709,5.0,got delivery time
5710,4.0,daal chapati good ordered mix veg like okay okay please try make tasty order received time packing good
5711,1.0,odred got biryani guy know different biryani fried rice named biryani food almost fried rice except chicken peace
5712,4.0,went many time along office colligues hungry place small congested ordered chicken lollipop dry veg munchurian kaju pulao egg biryani chicken biryani panner biryani chicken drumstick chicken starter simply liked veg munchurian pulao biryanies chicken item simply superb panner kaju pulao masala le felt like eating plain rice would added little bit spice would great ordered veg munchurian dry many time
5713,1.0,taste absolutely bad
5714,5.0,hyderabad around year time visited restaurant time time ordered biryani egg chilly dum biryani always favorite never disappointed
5715,5.0,food absolutely wonderful preparation presentation pleasing especially special biryani awesome friendly staff owner
5716,1.0,food color worst food ate hyderabad unable biriyani full food color mushroom also full food color
5717,4.0,small outlet amazing tasty food every dish always great personal recommendation hungry special biryani lemon chicken chicken tikka chicken lollipop pocket friendly
5718,4.0,nice food value money spoon designed eat perfectly grave curd onion well added simply super
5719,5.0,time delivery
5720,5.0,chilli potato dal tadka best place food spicy tasty regularly order food place good food reasonable price
5721,2.0,ordered alu parathas turned mass poorly cooked dry mass wheat know rest thing serve ordering sure
5722,5.0,ordered special chicken biryani hallelujah feel blessed one good meal thank much amazing meal definitely ordering guy
5723,5.0,place serf delicious food proper blend spice prefer non veg food taste truly amazing pocket friendly good food quantity appreciable staff service
5724,5.0,go chicken rara specially u like quantity quality pocket friendly place decent menu smart staff definitely try place u
5725,5.0,good food cheaper price get good north indian food place highly recommended non vegetarian love place
5726,1.0,le quantity
5727,5.0,good
5728,5.0,rice test chilly chicken piece well next time properly eanjoy food overall test good correct time delivered
5729,1.0,much spicy taste like manchurian good
5730,5.0,fast delivery
5731,4.0,order special non veg biryani chicken lollypop taste superb given chicken boneless piece special non veg biryani
5732,1.0,worst chicken tengri kabab ever cooked well hope beinghungry kondapur guy aware fact customer everything serve quality food man
5733,4.0,good taste
5734,2.0,le quantity
5735,3.0,boneless chicken looked like chicken manchuria exactly boneless
5736,1.0,get simple dish like chicken drumstick right know make right
5737,5.0,good response delivered time
5738,5.0,nice well mannered
5739,3.0,ordered thrice time chicken dum biryani superb taste two piece leg piece time total value money unfortunately going order see removed chicken dum biryani menu bad really wish put order
5740,5.0,awesome service
5741,2.0,ordered chilly chicken butter naan butter naan alright chicken need improve lot although gravy fine chicken upto mark seemed tasteless conclude okay really need improve lot number point
5742,5.0,ordered veg singapore rice work really awesome respect quality quantity would signature dish hungry ordered based review given friend really worth
5743,4.0,food really great went office colleague staff much supportive made u wait long time per food taste great paneer lababdar great paneer chunk soft curry flavour butter naan ordered must say much butter tasted great special chicken biriyani colleague ordered great also staff little edge food really great
5744,1.0,worst order ever chicken butter chicken glimpse tiny piece full oil never order place
5745,1.0,bad ordered special biryani mixed dum biryani completely guy dont specific item please dont display menu
5746,4.0,place quite close office still instead going colleague generally order zomato tried number dish one thing stand hungry special chicken biryani father restaurant delhi ensures whenever travelling delhi get biryani hyderabad level love family biryani try guy may check instagram page interesting food feed
5747,5.0,good
5748,5.0,good delivery person umakanth
5749,5.0,gggg
5750,5.0,good
5751,5.0,good
5752,5.0,good
5753,3.0,tasty sweet
5754,3.0,loved food
5755,1.0,food bad ordered cashew biriyani count cashew finger taste also bad plain steamed rice masala cashew become cashew biryani waste money
5756,2.0,food quality good expected
5757,5.0,good
5758,1.0,tasty
5759,5.0,nice rider
5760,4.0,great
5761,4.0,bit le oily spicy
5762,5.0,good
5763,5.0,good
5764,5.0,food nice always
5765,1.0,food delivered tooo late
5766,5.0,good
5767,5.0,good
5768,5.0,good taste
5769,5.0,good tast
5770,5.0,good
5771,5.0,wowww
5772,5.0,good
5773,5.0,good
5774,5.0,good
5775,5.0,food awesome
5776,4.0,good
5777,5.0,food always good
5778,1.0,worst quality
5779,2.0,butter added
5780,5.0,good
5781,2.0,dal really bad chinese veg manchurian actually piece taken gravy
5782,1.0,teached eat zeera rice fork
5783,4.0,good
5784,4.0,give much masala rice got decent amount chicken
5785,4.0,good
5786,4.0,nice spicy
5787,5.0,good
5788,2.0,delivered cold food food even warm
5789,5.0,super
5790,5.0,good
5791,5.0,good good
5792,3.0,oilly inspite saying put le oil good quantity
5793,2.0,good
5794,2.0,waste
5795,5.0,ordered food online clicked part wherein say someone feeling unwell something like delivered time food great delivery guy also polite
5796,1.0,taste le biriyani following delivery instruction
5797,1.0,cocked
5798,5.0,good
5799,5.0,nan
5800,5.0,different base option available pretty good ambiance go friend close dlf require hang
5801,4.0,go onsite shop shake delicious would rate service food ambience much like idea writing review wall inside shop
5802,3.0,tempteys near dlf building drank choco brownie yum drink orea n brownie mixture around friend drank mango shake essence taste rather mango taste around expected mango mango shake little write note sticky note stick ambience good enough space parking
5803,5.0,great shake tried marshmallow mint oreo first time pretty good would prefer mint oreo best spot shake dlf area check
5804,5.0,ordered place amazing choice could choose option gelato avalanche base choosen gelato must try premium forest berry shake caramel brownie shake peri peri fry shake super yummy best shake definitely try shake
5805,5.0,awesome shake make shake best choose variety option shake made service pretty fast write sticky note stick glass window door
5806,4.0,nice good quality detail mentioned
5807,3.0,ordered potato wedge found tasty served salsa sauce mayo althought beleive packaging improved lot
5808,4.0,drink think tempteys mom rule shake world term multiple outlet hyderabad look little offer shake good chilly refreshing personal favorite oreo shake place cool hangout quality talk mostly empty order generally take aways one thing least keep table clean many dead fly insect table would bring disgust know work prepare shake well one suggestion provide water customer seems ridiculous deny fact guy water wonder u add shake
5809,4.0,long time one best shake compared nearby thick shake lot better enjoy better taste make feel shake meant like
5810,2.0,great taste quality id say
5811,3.0,ordered butterscotch thick shake home delivery good consistency sweet finish full glass definitely try shake
5812,5.0,went yet open ordered custard maple shake crushed almond shake choco brownie shake potato wedge shake categorized premium classic category lot flavor choose taste amazing flavor premium chocolate like lindt toblerone local chocolate india container shake given could better quality two snack item available french fry potato wedge feel franchise added option variety topping given make good sense overall liked quality milk shake
5813,3.0,since ice cream lover still ordered oreo brownie thick shake shake good enough need improve packing delivery price delivery taste
5814,4.0,nice place food awesome tried milkshake one ice tea cake berry coffee hut berry fruit ice tea really enjoyed also cheesy fry really nice
5815,5.0,smooth delivery timing happy service
5816,5.0,hyderabad place food variety recently tried dosa near today drink guess tempted bright drink bright day yeah bright orange namesuitsthedrink
5817,3.0,caramel brownie best could grab strongly recommend come snack potato wedge french fry multiple flavor decent outlet accommodate around visitor pretty clean pleasant ambiance service could ha e little better always look friendlg staff
5818,5.0,perfect taste satisfied brim zomato delivery super impressive
5819,1.0,hey guy resturant suck big time guy cant deliver put big lock store please dont cancel whole hr confirming order minute never gon na order ever advice others wish could give zero rating dont deserve
5820,4.0,ordered choco brownie shake delicious quantity packaging great delivery prompt well gelato base go well thickshakes
5821,4.0,could help indulge sweettooth store located dlf lane india first introduce gelato base shake choose base gelato avalanche basically yogurt based icecream new menu interesting happy see savoury item menu well tried coffee hazelnut shake must say coffee neither mild overpowering right amount good loaded whipped cream topped choco chip caramel brownie shake stealer would give probably best caramel shake ever total yumminess even colour drool worthy must try yes sugar content high sweet pampering sweet tooth peri peri fry interesting get option fry even love opted peri peri spice tasted good someone really like fry spicy tried crusher passion fruit flavour okayish
5822,5.0,definitely good place milkshake munchies personally liked choco coffee hut crunchy almond feast milkshake feel good french fry potato wedge service friendly quick even place feel comfortable go grab shake get self relaxed
5823,5.0,great shake kind given come tempteys branch different delicious shake tried coffee hazelnut merry cherry cheesecake flavour merry cherry favourite lot expect amazing fry wedge absolutely cleaned box service also impeccable really quick
5824,5.0,beside radisson hotel lane one best tempteys outlet might get sugar tooth removed sweetness overload service fast even constant incoming swiggy order staff managed serve ala carte customer quickly must newly introduced forest berry milkshake choco coffee hut definitely good place drop well made milkshake gachibowli area
5825,5.0,great place ambience loved variety shake one personal favourite choose even quality shake good order time
5826,5.0,tempteys better every milkshake brand
5827,5.0,cozy place gachibowli awesome variety milkshake thickshakes best thing use brand gelato ice cream particularly healthy side pleasure tasting new menu couple day back poppy corn nice change pace cookie caramel flavoured personal favorite highly recommend place everyone
5828,4.0,sunday afternoon visited place bunch foodie experience new menu added recently small outlet around people accommodated time coming delicacy classic shake poppy cherry merry cherry two shake tried poppy cherry like butter popcorn shake decent merry cherry simply outstanding loved premium shake cruncy blue berry caramel brownie favorite must tried shake place exclusive shake coffee hazlenut cookie feast delicious cheesecake decent nothing great crusher orange bright poppy corn mint cucumber crusher tried fry peri peri fry cajun spice fry really outstanding loved potato wedge one decent jamaican dip overall new menu quite hit amazing exclusive premium shake heavy pocket tasty time invited management new menu session visit sure future taste shake delicacy must try dish merry cherry caramel brownie cookie feast peri peri fry
5829,4.0,sunday afternoon dessert definitely make awesome combination added piri piri flavoured potato wedge french fry one roof make temptys different rest group landed sunday afternoon relish newly added shake flavoured snack served poppy corn merry cherry part classic shake caramel brownie crunchy blue berry mint fruit premium shake coffee hazelnut cookie feast exclusive shake minty cucumber poppycorn blue berry slush section perfect shake poppy corn caramel brownie crunchy blue berry poppy corn took heartaway perfect aroma corn add autumn caramel brownie definitely favourite chocolate brownie lover honestly blue berry flavoured dessert become one favourite pick dessert lately must trial never come across shake amazing variety flavoured taste snack behaves cherry top piri piri flavour someone said eat food first eye nose finally get taste snack surpasses everything potato wedge french fry crispy exemplary colour worth visit special add ons menu overall food sevice vfm
5830,4.0,caramel brownie one favorite taste sweet caramel alongwith brownie perfect combination much sweet definitely need savory french fry although sauce top great fry spicy awesome read full post
5831,4.0,tempteys recently revamped menu got chance try addition gachibowli outlet outlet mere walking distance away dlf easily locatable building next vijaya bank shake come option base gelato icecream avalanche yoghurt list new one fared poppy corn look quite plain one sip amazed smoky flavour popcorn hitting sweet shake merry cherry crunchy forest berry love berry mint enthusiast try mint fruit shake ca get enough cookie shake cookie feast come oreo little heart stacked top coffee addict try appealing coffee hazelnut absolutely pretty sight personal favourite though caramel brownie flavour caramel chewy chunk brownie topping whipped cream heavenly another good one cheese cake shake felt like fruit cake blended shake good enjoy flavour whole set flavour slushies well case get sweet french fry potato wedge available total flavour come cute little box probably carry away tried absolutely loved chilli garlic real white cheese cajun spice flavour buck quite good honest give try whenever around invite
5832,4.0,love shake high sugar sugar kill flavor expected shake tried poppy corn absolutely loved flavor could get clear flavor popcorn would recommend try love popcorn old granola honey loop amazing one must try berry cherry good amount berry great flavor recommended caramel brownie also pretty good personally caramel flavor lover fav coffee hazel nut wow must coffee lover really generous putting coffee shake strong coffee flavor true coffee lover like cheesecake tuti fruity exactly tuti fruity flavor like much oreo little heart cookie feast oreo shake never fails good blueberry slush like slush though seemed color taste mint fruit like mint flavor ofc minty fav like mint flavor different topping french fry potato wedge soooo amazing must try
5833,5.0,definitely must try
5834,3.0,nice milkshake loosing quality since inception feel artificial flavor dominate shake good ambience nice staff ambience food service
5835,4.0,overall experience seating taste service slow quality quality good plastic cover piece shake value money tried almost every shake liked raspberry gelato base mango moon shake sithaphal flavoured shake oreo lichi average taste found plastic cover shake drinking thats regular customer tempteys
5836,3.0,first time ordered tempteys looking review description food preparation ordered choco brownie shake choco chip extra topping average taste good expected first experience average taste shake
5837,4.0,cozy little place chill young buddy sink lounge chair favourite shake cream flavour could delightful menu kid well
5838,5.0,tempteys one place visited quite regularly thanks nice service long opening hour variety thick shake amazing every next try feel better previous like concept putting sticky note around wall comment received customer song collection play background never disappointed well would really recommend banana strawberry shake best ratio sweetness taste according
5839,1.0,got quality payed worth ordered lichi shake risens add risens lichi shake contain barely lichi
5840,3.0,usually order shake place used good today felt whipped cream added bad smell taste could finish even half
5841,4.0,ordered oreo shake ferrero rocher shake really thick taste amazing keep good work faced one issue absence straw home delivery order made difficult enjoy delightfully insist management keep check henceforth great shake nevertheless
5842,4.0,nice interior really good shake good place hangout friend price quite high product worth staff also friendly
5843,5.0,good
5844,5.0,good service taste good
5845,1.0,bad
5846,5.0,awesome
5847,5.0,one favourite place amazing take shake wo disappointed tempteys actually justifies name really hope quality remains
5848,1.0,cornflakes ordered specifically
5849,4.0,tempteys never disappointed wide varities milk shake love ambience tried cake fruitti big thumb one definitely try surely fall love amazing milk shake also tried crunchy orange meet expectation crunchy almond feast also good one
5850,5.0,great
5851,5.0,usual best shake city
5852,5.0,agent good reached time dil jeet liya
5853,5.0,excellent
5854,4.0,good
5855,5.0,tempteys favourite place shake place make little nostalgic happy moment attached place glass shake tempteys automatically lift mood every shake flavour sometimes hard settle one wish cud drink name naughty nutella ferrerorocher kitkat shake oreo shake toblerone choco brownie berry berry blast word place excellent speaks thing wish place lessen cost bit bit higher side
5856,1.0,sweet artificial taste
5857,1.0,extremely bad quality
5858,1.0,milkshake melted excepted
5859,5.0,good
5860,1.0,worst employee r taking reputation tempteys
5861,5.0,great taste
5862,1.0,even thick shake present put whipped cream place ice cream taste bad
5863,5.0,good delivery
5864,5.0,delivered time got good
5865,5.0,awesome
5866,5.0,good polite delivery man
5867,5.0,love tempteys
5868,2.0,consider instruction given customer requested put whipping cream time happened never gave review earlier time really got frustrated please follow customer instruction
5869,5.0,delivery rain
5870,5.0,good
5871,5.0,good
5872,5.0,extraordinary fantastic marvellous best shake ever big thanks hug n kiss tempteys
5873,1.0,pathetic taste
5874,5.0,good bhehave
5875,5.0,paradise sweet tooth tempteys make ice cream shake awesome sweep foot although bit cramp seating space yet sometimes wait worth make really thick shake worth trying naughty nuttela recommendation side head late night treat gang sure wrap day happy note
5876,5.0,bdhd
5877,5.0,delivery man good know way exactly
5878,5.0,awesome
5879,5.0,amazing
5880,2.0,bad packaging almond feast barely one almond
5881,1.0,worst packing milk shake leaked
5882,1.0,ordered icecrem tempteys dint icecrm shake happenning arround ordering ectra money hungry
5883,5.0,ordered ferrero rocher choco shake soo thanks
5884,5.0,great service
5885,4.0,good oreo shake
5886,4.0,nice cool place thickshakes milk shake use gelatos making choco brownie shake recommended always trying healthier option suggest ola granola service place appreciated
5887,1.0,received order
5888,4.0,oreo shake bit disappointment brownie shake always lived expectation
5889,4.0,place located close hotel radisson minute walk staying choose place meet friend got nice decor seating comfortable relaxed customer inside place one hour stay ordered coffee latey shake friend ordered coffee caramelo shake shake really nice thick made blend lot ice cream caramel coffee topped whipping cream second visit place tried go guava shake favorite tasted awesome plenty ice cream blended guava topped guava crush
5890,4.0,good
5891,5.0,good
5892,5.0,awssommmeeeee
5893,2.0,better
5894,4.0,shake really good tried chocolate munchy stake like munch perk shake like ambience also pretty cool unlike shake shop guy lot item menu
5895,1.0,paid extra choco chip even find single chin inside disgusting already mentioned instruction like please forget add forgot
5896,4.0,ordered mango moon taste proportional felt like yoghurt le mango problem avanlanche base shake tempteys otherwise gelato base shake always good
5897,2.0,feel taste flavour ordered
5898,5.0,always awesome
5899,2.0,got product
5900,2.0,average ordered time could definitely improve food quality deliver food quality always average fast food terrible know make fast food pastry could considered
5901,5.0,good ultimate taste cake good friend happy birthday cake tasty yummy packing quantity also good delivery boy also polite
5902,1.0,ordered chicken tikka burger k bakes burger super sweet something one would expect chicken tikka burger also chicken cooked well didint seem tikka piece way bread sweet sweet fragrance know speciality serve sweet burger liked bit burger order k bakes would recommend anyone order burger sure one thing burger sweet quantity good though
5903,3.0,ordered veg samosa egg puff outlet samosa reason kabuli chana although taste fine egg puff stale good taste
5904,5.0,awsome food reasonable price must try masala french fry beeesssttt fry try kitkat pastry oreo pastry best taste food
5905,1.0,ordered paneer cheese pizza veg boat pathetic know make pizza smelling bad taste really shitty plus seasoning
5906,2.0,ordered veg cheese grilled sandwich veg burger extra cheese inspite cheese lot mayonnaise awful taste sandwich even proper thee food stale never try place food bite
5907,5.0,visited several time cake variety cake well different kind size also test cake also awesome
5908,3.0,k baker stick tried tested spread option pastry quick snack wide variety baked pastry burger along cake space gachibowli quite roomy yet simple whole must visit want receive quick service decent food
5909,4.0,really like place pastry cake biscuit see real competition bakery area favourite bournvita cooky pastry also choco almond pastery would personally feel fast food snack could improved taste way served also personally like self service scheme mske feel privileged feel entering shop also announcement system bad make feel like railway station hence star cut part ambience overall product good one always try price midway therefore acceptable
5910,5.0,special taste special cream make better burger sandwich must try side arranged think rush table would mostly dirty thing good value money ofcourse value big burger rupee steal
5911,5.0,ordered veg hot mexican pizza blueberry pastry butterscotch pastry k baker pastry good coming pizza much topping even though taste good item well potato chip though given order seems like complimentary
5912,5.0,ordered paneer tikka pizza swiggy taste yummy thank u ksbakers better order pizza two pizza size big
5913,3.0,decent bakery cake delivery option short notice come rescue many time chocolate truffle cake pretty good
5914,4.0,k baker best place getting etting pizza providing nice pizza taste well good everyone try pizza
5915,3.0,new place slowly turned hangout eatery people shallow pocket lighting ambience warm love eating chicken roll hardly cost buck burger cost lot university student depend k cheap dinner delivery get free chip everything order personally felt cheese use bit weird sweet taste traditional pizza hut afficianado
5916,4.0,k baker good burger bread soft price reasonable cake cooky get great good place go evening snack
5917,5.0,k baker several branch hyderabad visited gachibowli branch good place visit weekend friend family food awesome ordered several time baker every time food food tasty budget friendly
5918,4.0,often visit place offer good food seating expense satisfaction ratio good one always kill hunger without burning hole pocket amidst fancy food establishment priced item k baker stand offer good food relatively low price place never crowded one always manage find seat first floor chicken pizza chocolate milkshake red velvet pastry variety chicken burger one disappointing item taste good might specially praise chicken cheese burger time favorite improve milkshake department
5919,4.0,ordered joy cake friend birthday cake sufficient group people flavour really good price also tried mini chicken pizza chicken burger flavour good pizza little dry cake mini chicken pizza chicken burger
5920,5.0,loved chicken burger chicken tikka burger time favourite quality good tasty recommended thank
5921,4.0,k baker best ever cake burger pizza visited almost k baker branch last year never disappointed quality price budget friendly overall experience service food taste quality value money
5922,3.0,visited friday eve store still seemed crowded guess short staff required peak hour bakery offer set beautifully decorated colorful cake sure taste though chocolate pastry veg n chicken puff fresh stuff pocket friendly price
5923,5.0,one best baker shop city tasted several place every time met expectation also order grilled chicken sandwich chicken burger egg puff every time food yummy food
5924,3.0,good snack cake cheap affordable reasonable posh food quality better service good fast awesome place student
5925,4.0,best hangout place gachibowli taste awesome reasonable name item definitely enjoy taste pizza r burger r pastry r suuper
5926,5.0,would mind eating shorteats k baker meal day amazing taste never change chicken chicken spicy pizza pineapple pastry favourite
5927,5.0,came family went first floor minute sitting got know self service ordered tikka chicken chicken good taste tasted roll chicken hard taste wise okayish pastry cool forest pastry good pastry remember name amazing smooth visit family
5928,1.0,incompetent people working nobody take order min instead packing two item packed one loss bone chicken meat used burger pizza bun
5929,1.0,bad experience ordered cake day wife birthday committed deliver pm requested send cake bit early strictly said deliver pm call status said take time even delivered commitment day wait home till deliver ask cancel order said possible taste may good sure service worst
5930,3.0,obviously cake special every birthday every celebration end something sweet cake people wow experience ksbakers gachibowli liked item menu try litchi dark choclate cake food price
5931,2.0,ate butter chicken burger paneer tikka roll burger disgusting patty weird cloying sweet taste mayo made worse paneer tikka roll nice crispy outside paneer dry almost like rubber
5932,1.0,week back ordered black forest cake k baker gachibowli excitement died first bite first time life tasting black forest cake zillion time tasted black forest cake strong lingering elachi flavour reading previous review mentioning issue thought suggestion taken would done sorry say situation black forest cake remains would recommend everyone try black forest cake k baker true disappointment
5933,5.0,hi got cake called joy cake chocolate good delicioasa superb taste would recommend anyone try
5934,5.0,visited gang tasted chicken family pizza big tasted good worth prize check others later
5935,5.0,wonderful place burger pizza pastry well burger cheesy liked much felt delicious pastry good price worth taste
5936,4.0,gone family seating arrangement good fit approximately get nice nice quality item plz visit
5937,3.0,chicken tikka hotdog pineapple cake egg paneer chicken patty pineapple cake choco chip cake bournvita cake tasty
5938,2.0,combined birthday celebration almost five people housing team almost decided order cake k baker following experience looked lovely gum paste flower made mouth water colour sharp perfect blend black white presentation superb got everything delivered time nothing outstanding actually good enough black forest tasted much different black forest black forest really huge cake good number people tasted exactly like elaichi nowhere like black forest damp squib order cake turn would like give another chance review read
5939,2.0,heard lot chain bakery tried muffin good thought trying bakes ordered grilled chicken sandwich swiggy upon receiving order found grilled chocolate sandwich even bill wrong raised complaint got replacement time checked bill correct even item wrong sent veg instead sandwich bad star extra know mess like
5940,3.0,nice pocket friendly place burger sandwich tasty value money wide variety different pastry upper section nice spend time chatting munching
5941,4.0,good place hang casual evening time food item good great definitely bad tried chicken grilled sandwich best paneer chicken puff good chicken thikka roll good except puff feel rest great
5942,4.0,loved bakery innovative ticker system good food fresh tasty ambience bit old seems little unkempt scope improvement sure definite recommendation
5943,5.0,ordered cake suggested flavour name mango passion fruit clearly mentioned occasion special guy tasting everyone liked amazing taste including kid adult would really appreciate mr rajesh wonderful suggestion occasion blindly go k baker gachibowli vinayak nagar advice mr rajesh
5944,4.0,grilled veg sandwich good taste veg burger really good cheesy mayo requested ambiance extraordinary ok
5945,5.0,chicken mix pizza today tasty crispy serving time good try pastry near office would like order cake
5946,3.0,well time ordered veg corn burger paneer cheese roll sweet considered fast food pastery tried moist know guess refrigerator working well really good value money seen make burger roll time simply defrost frozen food microwave put mayo sauce give quality quantity ambience nothing extra ordinary value money
5947,5.0,today morning friend pastry good taste decent price black forest think today good taste
5948,5.0,visited time crowdy waited recieved fresh hot pizza tasty cheesy place could bigger display unit
5949,4.0,got chicken hot n spicy pizza swiggy hot tasty order packaging good little spicy compared last good
5950,5.0,dark chocolate german black forest pastry superb taste really enjoyed serving neat fast really must try pastry
5951,4.0,today celebrated birthday party given permission party one ask good response k supported every aspect till party end
5952,5.0,taken pineapple marble cake really good taste design recommended everyone worth buying good price also
5953,5.0,bought almond cake salesman recommended tasted sample piece dry piece really good packing good
5954,5.0,got italian chocolate cake christmas celebration taste would like cake new year also try item
5955,5.0,good item friend family waiting new item good baking mana telugu valla bakery pastry really worth try burger
5956,5.0,big fan k regular customer know every item take feedback service slow crowd big overall good
5957,4.0,good taste chicken hot dog nice stuffing missed take photo time good try give fast taste price worth try
5958,4.0,pretty good variety puff tried chicken nice spicy decent would roam daily crowdy must try
5959,4.0,bought christmas cake really great design impressed design try price worth try
5960,5.0,chicken burger great taste le price ambiance could better good quick response service explore later
5961,5.0,great price great price bought fruit cake taste compared bakery near indira nagar taste also variety
5962,5.0,famous bakery liked much everyday visit fun food tried variety everything good thanks k
5963,5.0,loved variety red velvet cream cheese pastry really mouth melting pizza well regularly visit great variety great taste
5964,4.0,like place hangout hour first floor sitting place best talk laughout frnds know many hundred hour spent
5965,5.0,friend loved k varities daily go fun food pastry pizzaas burger good taste price must visit
5966,5.0,visited several time really good place go friend family pizza good pastry also good loved variety bake everything fresh
5967,4.0,reason writing dis bcoz love towards chicken cheese roll pastry started everyone try best baker compared
5968,3.0,chocolate truffle great ferrerro rocher pastry melt mouth like lava pleasant place set mood cake yummmmmyyyyyyyyyyyyyyyyyyyyyy
5969,5.0,really loved place variety serve affordable cheap price good quantity serve freshly baked pizza amazing taste
5970,5.0,thanks k baker helping delivering cake mumbai ordering convinent thanks accepting paytm making feel special
5971,3.0,truly average place tried puff pastry good item fresh taste could better went pretty late get place sit process closing day
5972,3.0,average place go tried veg pizza palak paneer puff corn puff great like miyapur branch would prefer miyapur branch go
5973,5.0,best place birthday party pizzaaaa love place tried pizaa many time love go back back place must try
5974,5.0,tried vegetarian non vegetarian pizza burger pizza awesome crispy yummy worth price would love
5975,5.0,loved everything tasted pastry loved specially premium butterscotch pastry one k person recommended liked much
5976,4.0,went first time took cake chocolate loved taste first time life wasted cake since also birthday
5977,5.0,ordered box packing combined sandwich muffin cool drink delivered office taste price really good compared bakery seen really unique taste price
5978,5.0,prime location gachibowli went several time item good recommending go fun low price
5979,5.0,ambiance good people responsive coming food tasted item available pretty good compared bakery taste price good compared surrounded bakery
5980,5.0,awesome taste affordable price litchi pastry chicken tikka pizza taste good everything tasted good great quantity reasonable price quality meet quantity
5981,5.0,k baker budget friendly anda taste fantanstic friend family loved home like felt k baker
5982,3.0,visited place multiple time tried wide variety item burger disaster made sweet bun veg burger full bolied potato chicken burger good either barely could finish half bun sweet pizza sandwich always tasted good high time work burger receipe
5983,4.0,already fan k baker chicken cheese burger miyapur branch overjoyed find new outlet gachibowli ever hungry crave burger head gachibowli k baker indulge heaven shadow burger parnik kumar gaurav
5984,4.0,good place cake bakery item snack one spend good time friend quick solution surprise cake cutting birthday celebration cake snack readily available price also reasonable
5985,1.0,visited quick bite ordered chicken cheese roll butter chicken roll bad taste almost made puke
5986,4.0,visited place friend chicken burger red velvet pastry loved item thanks k delicious food ordered cake well
5987,4.0,ordered chicken tikka pizza swiggy pizza great delivery quick usual swiggy pizza good hot also taste great worth money food quality value money
5988,3.0,k baker known food bakery item ordered veg hot dog premium butter scotch pastry italian chocolate pastry veg hot dog stuffed aloo onion tomato slice mayonnaise taste good pastry also worth try overall ok
5989,3.0,ordered chicken cheese burger egg puff burger nice overload cheese really liked packaging egg puff also tasty decent bakery good food affordable price
5990,3.0,burger decent complete value money buck premium butterscotch pastry letdown though also ordered tangdi kabab found decent place usp value money rate really nominal easy pocket
5991,4.0,ordered chicken sandwich chicken burger taste quite nice place specially good quick eating best part stuff much mayonise sandwich
